Position,Track_Name,Artist,Streams,URL,Date,Region
41,Let You Down,NF,4042,https://open.spotify.com/track/6mrKP2jyIQmM0rw6fQryjr,2018-01-18,th
25,Let You Down,NF,4487,https://open.spotify.com/track/6mrKP2jyIQmM0rw6fQryjr,2017-11-21,th
19,Let You Down,NF,4075,https://open.spotify.com/track/6mrKP2jyIQmM0rw6fQryjr,2017-11-18,th
23,Let You Down,NF,4749,https://open.spotify.com/track/6mrKP2jyIQmM0rw6fQryjr,2017-11-29,th
31,Let You Down,NF,4409,https://open.spotify.com/track/6mrKP2jyIQmM0rw6fQryjr,2017-12-13,th
48,Let You Down,NF,3577,https://open.spotify.com/track/6mrKP2jyIQmM0rw6fQryjr,2017-12-27,th
64,Let You Down,NF,3012,https://open.spotify.com/track/6mrKP2jyIQmM0rw6fQryjr,2018-02-13,th
32,Let You Down,NF,3594,https://open.spotify.com/track/6mrKP2jyIQmM0rw6fQryjr,2017-10-20,th
30,Let You Down,NF,3611,https://open.spotify.com/track/6mrKP2jyIQmM0rw6fQryjr,2017-11-11,th
24,Let You Down,NF,4623,https://open.spotify.com/track/6mrKP2jyIQmM0rw6fQryjr,2017-11-24,th
47,Let You Down,NF,3501,https://open.spotify.com/track/6mrKP2jyIQmM0rw6fQryjr,2017-12-25,th
190,Let You Down,NF,1337,https://open.spotify.com/track/6mrKP2jyIQmM0rw6fQryjr,2018-03-15,th
50,Let You Down,NF,3661,https://open.spotify.com/track/6mrKP2jyIQmM0rw6fQryjr,2018-01-31,th
47,Let You Down,NF,3773,https://open.spotify.com/track/6mrKP2jyIQmM0rw6fQryjr,2018-01-28,th
85,Let You Down,NF,2501,https://open.spotify.com/track/6mrKP2jyIQmM0rw6fQryjr,2018-02-18,th
116,Let You Down,NF,1465,https://open.spotify.com/track/6mrKP2jyIQmM0rw6fQryjr,2017-10-06,th
176,Let You Down,NF,1439,https://open.spotify.com/track/6mrKP2jyIQmM0rw6fQryjr,2018-03-14,th
30,Let You Down,NF,4336,https://open.spotify.com/track/6mrKP2jyIQmM0rw6fQryjr,2017-12-08,th
34,Let You Down,NF,4093,https://open.spotify.com/track/6mrKP2jyIQmM0rw6fQryjr,2018-01-10,th
38,Let You Down,NF,4095,https://open.spotify.com/track/6mrKP2jyIQmM0rw6fQryjr,2018-01-11,th
37,Let You Down,NF,4220,https://open.spotify.com/track/6mrKP2jyIQmM0rw6fQryjr,2018-01-16,th
91,Let You Down,NF,2561,https://open.spotify.com/track/6mrKP2jyIQmM0rw6fQryjr,2018-02-19,th
142,Let You Down,NF,1642,https://open.spotify.com/track/6mrKP2jyIQmM0rw6fQryjr,2018-03-07,th
31,Let You Down,NF,4319,https://open.spotify.com/track/6mrKP2jyIQmM0rw6fQryjr,2017-12-16,th
33,Let You Down,NF,4365,https://open.spotify.com/track/6mrKP2jyIQmM0rw6fQryjr,2018-01-08,th
19,Let You Down,NF,4022,https://open.spotify.com/track/6mrKP2jyIQmM0rw6fQryjr,2017-10-27,th
22,Let You Down,NF,4095,https://open.spotify.com/track/6mrKP2jyIQmM0rw6fQryjr,2017-11-14,th
40,Let You Down,NF,4155,https://open.spotify.com/track/6mrKP2jyIQmM0rw6fQryjr,2018-01-26,th
49,Let You Down,NF,2566,https://open.spotify.com/track/6mrKP2jyIQmM0rw6fQryjr,2017-10-15,th
37,Let You Down,NF,3090,https://open.spotify.com/track/6mrKP2jyIQmM0rw6fQryjr,2017-10-22,th
56,Let You Down,NF,3479,https://open.spotify.com/track/6mrKP2jyIQmM0rw6fQryjr,2018-02-06,th
26,Let You Down,NF,3791,https://open.spotify.com/track/6mrKP2jyIQmM0rw6fQryjr,2017-10-24,th
136,Let You Down,NF,1553,https://open.spotify.com/track/6mrKP2jyIQmM0rw6fQryjr,2018-03-10,th
30,Let You Down,NF,4036,https://open.spotify.com/track/6mrKP2jyIQmM0rw6fQryjr,2017-12-22,th
53,Let You Down,NF,3322,https://open.spotify.com/track/6mrKP2jyIQmM0rw6fQryjr,2018-02-03,th
159,Love Is Bigger Than Anything In Its Way,U2,1390,https://open.spotify.com/track/6i56nPbOOe3hEeUku2Wnpx,2017-12-01,th
156,Spring Day,BTS,1600,https://open.spotify.com/track/0WNGsQ1oAuHzNTk8jivBKW,2018-02-06,th
110,Spring Day,BTS,1471,https://open.spotify.com/track/0WNGsQ1oAuHzNTk8jivBKW,2017-10-11,th
126,Spring Day,BTS,1696,https://open.spotify.com/track/0WNGsQ1oAuHzNTk8jivBKW,2018-01-06,th
127,Spring Day,BTS,1766,https://open.spotify.com/track/0WNGsQ1oAuHzNTk8jivBKW,2018-01-16,th
154,Spring Day,BTS,1734,https://open.spotify.com/track/0WNGsQ1oAuHzNTk8jivBKW,2018-02-22,th
162,Spring Day,BTS,1520,https://open.spotify.com/track/0WNGsQ1oAuHzNTk8jivBKW,2018-03-02,th
91,Spring Day,BTS,1672,https://open.spotify.com/track/0WNGsQ1oAuHzNTk8jivBKW,2017-10-09,th
170,Spring Day,BTS,1212,https://open.spotify.com/track/0WNGsQ1oAuHzNTk8jivBKW,2017-11-16,th
128,Spring Day,BTS,1717,https://open.spotify.com/track/0WNGsQ1oAuHzNTk8jivBKW,2017-12-27,th
129,Spring Day,BTS,1720,https://open.spotify.com/track/0WNGsQ1oAuHzNTk8jivBKW,2018-01-04,th
125,Spring Day,BTS,1745,https://open.spotify.com/track/0WNGsQ1oAuHzNTk8jivBKW,2018-01-15,th
149,Spring Day,BTS,1565,https://open.spotify.com/track/0WNGsQ1oAuHzNTk8jivBKW,2018-01-19,th
148,Spring Day,BTS,1570,https://open.spotify.com/track/0WNGsQ1oAuHzNTk8jivBKW,2018-03-12,th
93,Spring Day,BTS,1574,https://open.spotify.com/track/0WNGsQ1oAuHzNTk8jivBKW,2017-10-15,th
102,Spring Day,BTS,1530,https://open.spotify.com/track/0WNGsQ1oAuHzNTk8jivBKW,2017-10-16,th
113,Spring Day,BTS,1281,https://open.spotify.com/track/0WNGsQ1oAuHzNTk8jivBKW,2017-10-28,th
103,Spring Day,BTS,1861,https://open.spotify.com/track/0WNGsQ1oAuHzNTk8jivBKW,2017-12-04,th
126,Spring Day,BTS,1684,https://open.spotify.com/track/0WNGsQ1oAuHzNTk8jivBKW,2017-12-21,th
120,Spring Day,BTS,1728,https://open.spotify.com/track/0WNGsQ1oAuHzNTk8jivBKW,2018-01-14,th
135,Spring Day,BTS,1627,https://open.spotify.com/track/0WNGsQ1oAuHzNTk8jivBKW,2018-01-28,th
106,Spring Day,BTS,1469,https://open.spotify.com/track/0WNGsQ1oAuHzNTk8jivBKW,2017-10-18,th
143,Spring Day,BTS,1438,https://open.spotify.com/track/0WNGsQ1oAuHzNTk8jivBKW,2017-11-24,th
123,Spring Day,BTS,1715,https://open.spotify.com/track/0WNGsQ1oAuHzNTk8jivBKW,2017-12-30,th
132,Spring Day,BTS,1685,https://open.spotify.com/track/0WNGsQ1oAuHzNTk8jivBKW,2018-01-17,th
125,Spring Day,BTS,1737,https://open.spotify.com/track/0WNGsQ1oAuHzNTk8jivBKW,2018-02-11,th
139,Spring Day,BTS,1566,https://open.spotify.com/track/0WNGsQ1oAuHzNTk8jivBKW,2018-03-04,th
136,Spring Day,BTS,1245,https://open.spotify.com/track/0WNGsQ1oAuHzNTk8jivBKW,2017-11-06,th
154,Spring Day,BTS,1613,https://open.spotify.com/track/0WNGsQ1oAuHzNTk8jivBKW,2018-02-02,th
153,Spring Day,BTS,1664,https://open.spotify.com/track/0WNGsQ1oAuHzNTk8jivBKW,2018-02-08,th
142,Spring Day,BTS,1595,https://open.spotify.com/track/0WNGsQ1oAuHzNTk8jivBKW,2018-03-09,th
160,Spring Day,BTS,1376,https://open.spotify.com/track/0WNGsQ1oAuHzNTk8jivBKW,2017-12-01,th
140,Spring Day,BTS,1829,https://open.spotify.com/track/0WNGsQ1oAuHzNTk8jivBKW,2018-02-21,th
